Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCK18,OUT017,2960.5342
FDB52,OUT019,536.66376
DRG25,OUT027,4966.2983
FDZ13,OUT049,787.4532
FDB57,OUT019,603.6548
FDR40,OUT046,1312.2378
NCO14,OUT019,105.16267
NCN19,OUT045,2971.7068
FDQ28,OUT019,377.19232
FDO13,OUT018,2383.25
FDK48,OUT013,1249.5691
FDU07,OUT018,2182.6726
FDW20,OUT046,2066.898
FDV12,OUT010,246.39485
FDH24,OUT013,2400.2122
FDV59,OUT049,3301.799
FDK57,OUT045,1942.4426
FDL16,OUT027,1114.44
NCQ17,OUT046,2395.8726
FDJ15,OUT018,2772.34
FDX24,OUT049,1452.129
FDT47,OUT046,1628.7665
FDT10,OUT049,879.3126
FDZ37,OUT018,1207.9641
FDW43,OUT027,6030.7764
DRN36,OUT017,1501.45
FDJ14,OUT045,1239.114
FDA32,OUT013,3263.348
FDJ38,OUT019,529.80695
FDQ57,OUT017,2391.052
NCQ41,OUT019,510.35007
FDG56,OUT049,891.7492
DRC13,OUT027,3253.9988
FDV55,OUT035,2397.3042
FDQ49,OUT045,2715.9724
FDE29,OUT010,231.29567
FDR03,OUT013,3470.9822
FDD45,OUT049,1452.129
FDN38,OUT010,529.7863
FDT56,OUT046,889.3857
FDT48,OUT045,2998.0361
FDU03,OUT049,2815.5068
FDC56,OUT010,248.36398
NCO43,OUT027,2471.078
FDQ27,OUT017,1688.4247
FDR03,OUT046,3435.7908
DRH23,OUT010,190.5355
FDG22,OUT045,686.0234
NCJ42,OUT013,1650.8684
FDR24,OUT046,1401.468
FDW60,OUT035,2855.0425
FDJ08,OUT013,3039.9348
DRL59,OUT018,628.78705
FDG60,OUT010,548.7835
FDW27,OUT017,2504.925
FDX14,OUT018,1100.459
FDC20,OUT013,853.4316
NCS29,OUT018,3396.4426
FDJ56,OUT046,1555.5411
FDB20,OUT019,227.96054
FDL28,OUT027,5995.1562
FDW01,OUT018,2181.476
FDL03,OUT046,2927.623
FDX22,OUT049,3570.4648
FDJ21,OUT035,2397.3042
FDR31,OUT045,2314.5657
FDG21,OUT035,2397.3042
FDS22,OUT027,1082.6426
FDK08,OUT035,1619.6976
FDE17,OUT018,2155.391
NCN30,OUT017,1569.0166
FDT50,OUT046,1515.382
NCX42,OUT049,2725.9695
FDJ12,OUT035,3465.0857
NCA18,OUT027,2951.4426
FDP23,OUT019,541.822
FDX12,OUT013,4013.497
FDN40,OUT018,2075.054
FDV48,OUT035,1287.7979
NCY54,OUT013,2793.3848
FDL16,OUT010,125.684006
FDR45,OUT018,3327.8687
FDJ52,OUT046,2553.1396
DRG01,OUT017,1327.2997
FDP52,OUT013,3695.4194
FDU58,OUT017,2963.2446
FDL02,OUT045,1577.0822
FDG28,OUT013,4048.7026
FDA19,OUT035,2015.1768
FDW46,OUT027,1900.088
NCD43,OUT049,1620.8705
DRG39,OUT013,757.78955
NCF55,OUT049,713.62103
FDJ07,OUT046,1862.2832
FDE08,OUT046,2362.1458
FDP56,OUT019,116.53836
FDT45,OUT045,823.6183
FDF17,OUT018,2774.2717
FDX44,OUT046,1348.3326
FDM28,OUT027,4806.1763
FDI36,OUT049,3012.9438
FDS07,OUT045,1875.4006
FDD36,OUT045,1896.769
FDW11,OUT046,909.6093
FDN40,OUT049,2282.9937
NCQ18,OUT049,1538.3411
NCQ54,OUT017,2919.0806
NCS42,OUT045,1379.8379
DRH39,OUT010,221.90935
FDC09,OUT027,2557.773
FDT08,OUT010,379.575
FDC08,OUT035,3781.0837
FDT20,OUT017,619.9702
FDS35,OUT035,1061.2416
FDX58,OUT018,2980.5173
FDW58,OUT046,1611.332
DRD27,OUT046,1629.8928
FDH32,OUT019,279.551
FDS26,OUT035,3817.0144
FDQ31,OUT046,1405.6676
FDP11,OUT018,2897.0981
FDD58,OUT017,1608.3392
FDM33,OUT045,3233.4514
FDZ16,OUT049,3067.2512
NCS29,OUT010,592.7974
NCM18,OUT019,242.87039
FDP11,OUT049,3331.36
NCC42,OUT017,2079.3186
DRM23,OUT046,2684.8013
NCN55,OUT027,6028.4946
FDK46,OUT013,4183.111
FDR01,OUT046,3042.1116
NCA05,OUT045,2196.7822
NCP43,OUT017,2830.934
FDR12,OUT010,407.9533
FDQ01,OUT013,3933.2249
FDM13,OUT046,2023.9427
FDQ19,OUT017,3916.894
FDK56,OUT019,421.0183
NCX06,OUT010,670.36896
FDO56,OUT027,2982.3274
FDU45,OUT045,1850.2758
FDI16,OUT019,204.42784
FDL32,OUT046,1875.4006
FDA07,OUT046,2017.7921
FDA14,OUT045,2373.7146
FDV46,OUT027,3325.5442
NCO07,OUT035,3470.9993
NCP41,OUT046,1612.7981
FDY60,OUT018,1826.3955
FDN38,OUT017,3697.9312
FDO15,OUT046,1176.79
FDT60,OUT013,2034.6885
FDA55,OUT035,3677.4597
FDE02,OUT010,213.88521
DRJ39,OUT049,3372.3235
FDV34,OUT035,1197.3978
FDS20,OUT027,4885.6846
FDF02,OUT027,2639.2283
FDW40,OUT017,2079.3186
NCB43,OUT046,2905.2705
FDR58,OUT017,1391.115
DRJ59,OUT035,746.28864
NCD30,OUT017,1643.9086
FDE14,OUT017,1528.0973
FDC28,OUT018,1400.084
FDU16,OUT018,1207.5515
NCD19,OUT035,962.18933
FDU21,OUT046,634.84644
FDV59,OUT027,5294.151
FDU03,OUT045,3215.3218
FDC33,OUT010,621.67505
NCR42,OUT035,633.01044
DRH59,OUT035,1213.9451
NCM31,OUT035,2082.0532
FDS50,OUT035,3677.4597
FDP39,OUT046,769.4082
FDQ55,OUT013,1946.408
FDV36,OUT019,299.00275
FDI05,OUT027,2246.9844
FDS45,OUT027,2442.3691
FDA39,OUT045,681.1867
FDC37,OUT010,269.3799
FDJ60,OUT027,3892.6384
DRQ35,OUT046,1994.3435
NCJ06,OUT046,1929.708
NCY42,OUT018,2291.5173
DRM37,OUT049,3157.385
FDR14,OUT045,753.3114
FDE51,OUT049,730.15814
FDT33,OUT017,2840.4001
FDR08,OUT013,1850.5701
FDE36,OUT010,410.55133
FDL22,OUT019,259.58328
FDR44,OUT013,2030.2025
FDI56,OUT019,223.67003
FDE47,OUT010,310.38095
FDV27,OUT010,199.98457
FDV10,OUT049,713.1704
FDC40,OUT045,1251.7714
NCX41,OUT013,3403.6821
NCQ38,OUT027,2545.026
FDV12,OUT027,2609.921
FDE52,OUT017,1371.9224
FDG20,OUT027,4727.0425
FDV16,OUT027,991.4282
FDI32,OUT017,1858.424
FDJ32,OUT049,906.2765
FDN39,OUT018,2488.9753
FDY34,OUT017,2919.0806
FDC14,OUT035,710.5076
FDA55,OUT017,3677.4597
FDZ50,OUT010,658.70325
DRG13,OUT049,2615.298
FDP01,OUT013,2121.9026
NCG54,OUT017,2708.5422
FDM13,OUT045,2023.9427
NCO18,OUT027,4910.9966
NCW41,OUT013,2446.264
FDM52,OUT027,3665.9585
NCF55,OUT035,694.6665
FDT09,OUT046,2079.0403
NCM19,OUT035,1752.5466
FDW12,OUT018,2200.0225
FDP15,OUT019,538.5836
FDK36,OUT045,760.736
FDZ25,OUT035,2849.3735
NCW06,OUT049,3078.386
FDW60,OUT046,2850.3755
DRC49,OUT013,2369.995
NCT17,OUT035,3025.5774
NCN06,OUT018,2386.0107
FDC45,OUT013,2841.3027
DRJ47,OUT019,424.74393
NCF06,OUT045,3807.5063
FDE21,OUT010,300.796
DRG27,OUT013,707.00934
FDW40,OUT049,2076.4321
NCO53,OUT046,2937.9846
FDE23,OUT049,722.55426
FDQ16,OUT046,1577.0822
FDS26,OUT045,3824.1226
FDZ13,OUT010,128.88344
FDS14,OUT049,2365.908
FDC10,OUT045,1942.4426
FDY16,OUT049,3068.2695
FDJ20,OUT035,1972.6951
FDV43,OUT035,705.7632
FDZ32,OUT027,2591.0867
FDR23,OUT046,2684.8013
FDN24,OUT035,845.5216
FDE34,OUT027,5071.4854
FDU31,OUT013,3282.975
FDW33,OUT018,1456.9253
FDU26,OUT046,1875.4006
FDE20,OUT027,4214.2334
NCW05,OUT035,1612.2408
FDB22,OUT018,2200.0225
FDO56,OUT046,1851.9098
FDA19,OUT027,3280.8928
DRI39,OUT045,894.4012
FDH52,OUT018,788.18384
FDZ50,OUT035,3165.6228
NCN42,OUT035,2457.2507
FDB53,OUT013,2378.4534
DRG11,OUT017,1652.8163
DRK11,OUT027,3607.9197
FDQ60,OUT017,1974.847
FDT36,OUT017,601.0773
DRG25,OUT018,2870.6116
DRJ23,OUT046,2931.6963
FDG05,OUT035,2541.6106
NCK06,OUT018,1871.5331
FDU52,OUT017,2354.142
FDW07,OUT018,1235.3875
NCM17,OUT045,704.4886
FDA22,OUT045,2650.9583
NCA41,OUT018,2764.9631
FDF38,OUT035,721.0574
FDH52,OUT046,909.6093
FDY58,OUT019,554.0528
FDZ16,OUT045,2998.9036
NCM18,OUT017,956.4205
FDA22,OUT018,2420.496
NCJ43,OUT035,2759.6213
FDI34,OUT027,6038.369
FDG56,OUT046,909.6093
FDS34,OUT046,1825.9464
DRC01,OUT035,813.32477
FDQ04,OUT035,684.11316
FDK04,OUT035,911.788
FDT51,OUT049,1769.756
FDV26,OUT017,3075.8862
FDS04,OUT049,2067.9739
FDW43,OUT018,3130.1484
FDQ28,OUT010,360.8656
NCK06,OUT017,2105.3174
FDS23,OUT018,1868.4912
FDZ36,OUT019,606.25586
FDE56,OUT018,791.47815
FDW10,OUT027,4502.676
NCN14,OUT045,2905.2705
NCQ18,OUT045,1514.1216
FDW08,OUT017,1673.8457
FDU43,OUT035,3741.0994
FDR33,OUT010,240.02525
FDM24,OUT010,311.86417
NCZ05,OUT046,1584.7494
NCV41,OUT035,1829.0774
FDV11,OUT018,2529.0605
NCY05,OUT035,658.4362
FDV44,OUT018,2799.462
FDW32,OUT049,1313.768
NCU18,OUT027,3287.68
NCC43,OUT035,3988.419
FDW19,OUT013,1776.0192
FDN31,OUT035,3077.4067
FDI48,OUT045,736.8263
FDS24,OUT017,1409.1428
FDF46,OUT049,1894.5155
DRG23,OUT017,2388.846
FDG14,OUT018,2196.695
NCY30,OUT049,2774.723
FDO28,OUT018,1849.5758
DRD24,OUT035,2079.3186
FDI33,OUT049,1442.1631
FDN32,OUT046,3019.5493
FDR16,OUT045,3340.9373
FDF26,OUT046,2330.5525
NCN29,OUT018,620.81964
FDE20,OUT045,2848.671
FDA46,OUT046,3010.0383
FDU28,OUT045,2905.2705
FDQ48,OUT045,1617.7948
FDV36,OUT013,2106.8145
FDR14,OUT018,751.31006
FDP23,OUT017,3332.1155
FDP56,OUT013,764.807
FDK48,OUT010,219.76878
FDR48,OUT046,2365.2563
NCY29,OUT049,886.2306
FDM22,OUT018,731.8571
DRJ01,OUT013,2510.9182
FDZ43,OUT045,3702.3855
FDV03,OUT035,2397.3042
FDX11,OUT027,5085.2397
NCA41,OUT027,5161.8174
FDE38,OUT017,2644.948
FDI27,OUT018,674.9346
FDN32,OUT013,3151.6392
NCN43,OUT017,2141.7153
FDB47,OUT027,5251.098
FDV03,OUT017,2427.921
NCN30,OUT045,1522.3538
NCV54,OUT010,268.36343
FDV07,OUT013,1646.5807
FDP07,OUT049,2989.268
FDK48,OUT018,917.061
FDM15,OUT019,338.52728
FDY19,OUT027,2918.5244
FDK46,OUT046,3951.827
FDY11,OUT045,1004.15857
FDH09,OUT046,747.1085
FDO08,OUT027,4005.589
FDU14,OUT013,4085.2808
FDD22,OUT027,2929.914
FDM27,OUT017,2553.4653
FDL02,OUT027,2597.8147
NCA17,OUT035,2414.0881
FDE38,OUT019,405.05756
NCG07,OUT049,3078.386
DRC27,OUT013,4048.7026
FDA27,OUT035,3851.4675
FDW40,OUT045,2055.7288
DRI11,OUT013,1869.8813
FDN50,OUT046,1481.6068
FDR12,OUT046,2764.9868
FDT34,OUT027,2599.5166
FDW11,OUT035,933.19904
NCO30,OUT027,4680.6846
FDZ34,OUT017,3066.4956
FDU45,OUT017,1912.2194
NCD42,OUT035,708.9069
FDX25,OUT045,2660.595
NCR29,OUT046,888.1983
FDX43,OUT019,541.929
FDB04,OUT010,248.07573
FDR49,OUT027,1320.0361
FDS39,OUT018,1878.1848
FDW58,OUT045,1611.332
FDG22,OUT019,90.9309
FDG31,OUT017,933.19904
NCV53,OUT027,6143.2803
DRJ37,OUT035,2388.846
FDV07,OUT035,1742.2845
FDW52,OUT018,2523.4182
FDT15,OUT045,2959.6296
FDD02,OUT018,1643.1171
FDM16,OUT035,1107.3279
NCE55,OUT046,2684.8013
FDB57,OUT018,3017.1455
FDQ04,OUT013,699.18286
FDQ47,OUT019,72.68676
FDY14,OUT019,547.2918
DRK37,OUT017,2978.7756
FDO25,OUT017,3332.151
FDL57,OUT046,3951.827
NCK29,OUT018,1796.4702
FDK46,OUT027,6170.491
NCB43,OUT010,440.59097
DRE01,OUT027,5949.9727
FDC46,OUT018,2841.7156
FDQ23,OUT045,1631.455
FDX38,OUT049,770.9681
FDG60,OUT018,3234.488
FDW55,OUT017,3947.8716
FDP39,OUT013,747.5073
FDB20,OUT018,1096.7107
FDV21,OUT017,2054.7456
FDZ02,OUT013,1486.5027
FDP19,OUT027,3117.913
FDA38,OUT035,3768.237
FDH22,OUT045,1975.6001
DRM11,OUT045,3767.0525
FDO12,OUT027,5229.692
FDT14,OUT049,1982.7876
FDW34,OUT010,565.2308
FDG04,OUT027,4944.603
FDW59,OUT018,1175.862
FDR33,OUT018,1375.7915
FDP32,OUT013,2007.7117
FDL13,OUT027,6111.1553
FDD22,OUT013,1877.2222
FDV40,OUT027,1884.9799
NCD55,OUT046,679.02856
FDQ20,OUT010,109.6188
FDD28,OUT045,888.1983
FDC39,OUT045,3385.2847
NCR17,OUT049,1880.8763
DRO35,OUT018,1604.9076
FDF40,OUT049,4115.2935
FDR31,OUT018,2239.9946
NCQ41,OUT017,3222.1472
FDP38,OUT046,754.126
NCU54,OUT027,5295.6304
FDG22,OUT018,512.94257
DRK59,OUT013,3708.2012
FDC37,OUT046,1617.7948
NCO42,OUT013,2172.3455
NCT42,OUT017,2322.3472
FDX27,OUT035,1555.598
FDV40,OUT018,949.846
FDT45,OUT027,1714.3088
FDS47,OUT019,219.14142
FDR45,OUT035,3849.282
FDB03,OUT045,3650.529
FDO49,OUT035,805.90735
FDU60,OUT027,3906.166
FDB26,OUT018,617.68414
FDB46,OUT017,3283.7334
FDQ37,OUT019,427.00153
FDN03,OUT017,4048.9976
NCX30,OUT045,3886.4802
FDK32,OUT019,360.55914
DRM47,OUT013,3039.9348
NCO02,OUT046,1014.43036
FDP04,OUT013,975.49365
NCO43,OUT049,1668.6882
FDD59,OUT013,1228.255
FDQ10,OUT017,2830.934
FDW45,OUT035,2397.3042
NCK30,OUT049,4025.508
FDU31,OUT018,2906.0454
NCQ17,OUT019,331.49704
FDN01,OUT017,2846.9568
FDZ19,OUT049,2768.0742
DRG37,OUT017,2481.9763
FDE32,OUT045,614.1291
FDO34,OUT049,2775.525
FDM04,OUT019,150.8835
FDZ25,OUT049,2879.7534
FDU08,OUT049,1621.42
NCW30,OUT045,3876.6648
NCM18,OUT013,875.96875
FDS22,OUT035,807.0327
NCH18,OUT017,3794.8743
FDC23,OUT013,2808.4695
FDY46,OUT013,2950.8193
NCU06,OUT046,3592.4753
FDX57,OUT045,1514.1216
FDX36,OUT027,5393.3438
FDL16,OUT045,752.6888
FDT16,OUT010,667.79065
FDN16,OUT018,1396.2233
FDC03,OUT046,3020.549
DRF60,OUT013,4000.5732
FDS27,OUT027,5112.1157
FDP33,OUT010,571.73566
FDJ36,OUT018,1398.9838
NCR42,OUT013,625.39417
FDV14,OUT017,1356.4755
NCP42,OUT035,3183.0664
FDB50,OUT027,2180.903
NCC30,OUT027,4645.743
FDA23,OUT018,1411.4424
FDW16,OUT017,1425.0579
FDQ52,OUT010,534.2936
FDB58,OUT049,2164.565
NCP29,OUT049,1009.5199
NCM05,OUT045,3867.708
FDO25,OUT013,3352.2898
NCM54,OUT046,2068.7444
NCL54,OUT046,2909.0981
FDL39,OUT010,526.5173
FDF53,OUT018,2286.3137
NCQ42,OUT035,1974.5295
FDF58,OUT013,873.4775
FDZ04,OUT035,1038.02
FDE26,OUT019,318.70743
FDS60,OUT017,2585.425
FDV58,OUT017,2855.6914
FDM04,OUT045,754.126
FDE08,OUT035,2397.3042
NCB43,OUT049,3022.4307
FDU11,OUT010,311.9445
FDF22,OUT019,524.05035
FDE24,OUT013,2076.4321
DRJ49,OUT046,2041.8523
NCQ53,OUT035,3863.0112
NCL41,OUT013,619.2184
FDR22,OUT013,1813.2136
FDH04,OUT035,1529.7488
DRH15,OUT045,704.4886
FDY40,OUT049,774.9366
NCI17,OUT035,1484.7802
NCC18,OUT013,2912.1038
FDY28,OUT027,5329.6943
FDB45,OUT027,2582.4407
NCL30,OUT018,1798.2817
FDM10,OUT017,3402.487
FDH22,OUT027,3191.8066
NCZ53,OUT017,3099.4507
NCI18,OUT013,3658.5781
FDH14,OUT027,3289.2573
FDR36,OUT027,1129.1597
FDW01,OUT045,2373.7146
FDK02,OUT027,2947.694
FDJ02,OUT018,2134.8787
FDU55,OUT013,4183.111
NCV18,OUT027,2456.4402
FDH14,OUT018,1843.7612
FDZ37,OUT045,1388.07
FDX49,OUT049,3559.2312
NCD43,OUT046,1592.9814
FDZ07,OUT013,852.7165
FDK43,OUT035,2090.0679
FDR32,OUT018,3055.1611
FDT39,OUT013,2326.104
NCV54,OUT017,1994.2938
FDF38,OUT018,508.47134
FDV60,OUT046,2917.1123
FDH44,OUT027,3702.4238
FDS21,OUT046,883.05927
NCL41,OUT045,628.175
FDM46,OUT017,1479.8198
FDU27,OUT045,737.07886
NCJ54,OUT017,3706.3767
DRG51,OUT018,2620.5774
NCA29,OUT019,367.44122
FDR47,OUT045,2998.4695
NCL19,OUT027,3333.5444
DRG01,OUT049,1178.5964
FDG10,OUT046,870.9332
NCV05,OUT049,2369.995
NCH18,OUT019,546.55646
FDV14,OUT018,1243.615
DRJ23,OUT035,3009.213
DRJ11,OUT046,2949.119
FDZ03,OUT017,2983.3706
FDI27,OUT010,127.48837
FDJ14,OUT018,1160.9637
FDU32,OUT017,2037.1486
FDD47,OUT027,4291.0625
DRF36,OUT035,3178.4126
FDM21,OUT046,3924.343
FDV10,OUT018,574.5049
FDH60,OUT018,2694.368
FDX47,OUT010,305.85214
FDT19,OUT019,529.2669
FDO11,OUT045,3920.405
FDH24,OUT027,3822.0156
FDL02,OUT018,1453.9565
FDB02,OUT049,2879.7534
FDA43,OUT046,3020.549
FDG52,OUT045,746.4859
DRC12,OUT013,2967.1838
FDY37,OUT018,1784.9136
NCU18,OUT045,2055.7288
FDU09,OUT035,911.788
DRJ25,OUT027,1283.2883
DRE12,OUT018,1662.3043
DRL47,OUT017,2025.3184
DRK01,OUT046,1461.1903
FDC22,OUT019,589.2207
FDG44,OUT013,872.4414
FDW04,OUT035,2070.8604
FDK09,OUT049,3601.3499
NCN43,OUT035,2141.7153
FDG04,OUT049,3157.385
FDH32,OUT010,238.2101
DRI47,OUT017,2451.3596
DRE15,OUT013,1160.527
FDY11,OUT035,1027.7483
FDO60,OUT049,683.3137
FDQ20,OUT018,542.0522
FDO57,OUT027,3774.5671
FDT14,OUT019,288.68942
FDA57,OUT049,702.8252
DRN35,OUT017,637.1313
FDJ03,OUT046,736.8263
FDX28,OUT017,1652.8163
DRE25,OUT045,1401.468
FDR09,OUT046,3880.2888
FDB23,OUT035,3781.0837
FDO08,OUT045,2559.583
FDQ23,OUT049,1643.5385
FDW04,OUT013,2067.9739
DRK13,OUT010,563.47833
NCL17,OUT027,3339.5754
FDY21,OUT035,3086.5203
FDJ38,OUT027,4872.4966
FDA37,OUT019,289.03226
FDV43,OUT013,692.8545
FDL36,OUT046,1444.0054
FDD53,OUT045,686.91785
FDZ19,OUT010,375.9355
FDV21,OUT045,2031.1558
NCL54,OUT018,2766.2595
DRI47,OUT027,3744.8672
DRG03,OUT049,2409.07
FDG21,OUT013,2378.4534
FDW03,OUT018,1464.7853
NCI55,OUT046,2085.4587
DRC36,OUT019,451.0171
FDH22,OUT017,1979.4313
FDV20,OUT045,1957.9318
NCU41,OUT027,4806.6523
FDN46,OUT027,2641.9324
FDK50,OUT045,2590.2168
NCA05,OUT027,3616.992
DRH01,OUT018,2713.8198
FDT08,OUT018,2181.476
FDM08,OUT018,3085.774
FDZ07,OUT035,926.96533
FDS22,OUT017,859.7465
FDV35,OUT027,3704.7844
FDI28,OUT010,227.17555
FDW58,OUT027,2566.149
FDT52,OUT045,3702.3855
FDY34,OUT046,2682.0747
FDR10,OUT046,2677.634
FDK57,OUT017,2001.8264
FDR02,OUT027,2581.8608
FDX49,OUT046,3564.8691
FDQ20,OUT046,696.32825
DRK23,OUT045,3850.5117
NCW06,OUT046,2959.6296
FDR31,OUT017,2318.3967
NCE43,OUT013,2737.0742
DRO59,OUT027,2210.211
FDN09,OUT049,3991.7966
FDR11,OUT046,2518.0205
FDO57,OUT013,2320.2966
NCX18,OUT017,3222.1472
FDB05,OUT018,3242.3047
FDQ08,OUT018,753.19507
NCG43,OUT035,1485.5349
FDJ56,OUT013,1580.8534
FDA13,OUT010,82.8886
FDO56,OUT017,1875.4998
FDB37,OUT018,3355.2454
FDZ02,OUT018,1302.4185
FDQ24,OUT046,3829.099
FDM16,OUT013,1033.079
FDU35,OUT049,1674.2974
FDT35,OUT035,2653.1702
NCX30,OUT049,3991.7966
FDG04,OUT017,3170.4934
FDI12,OUT035,1395.1438
FDE35,OUT035,933.19904
NCP14,OUT027,2588.1582
NCY53,OUT045,1679.5026
FDP49,OUT017,911.788
FDQ04,OUT017,648.93097
FDM39,OUT035,2705.3752
FDO58,OUT019,367.97946
FDC56,OUT017,1958.6917
NCQ54,OUT046,2807.2173
FDV10,OUT027,1129.1597
NCK17,OUT046,685.20435
NCF55,OUT027,1112.2429
FDV33,OUT013,4183.111
NCH29,OUT019,373.9304
FDA37,OUT027,3246.498
FDH46,OUT018,1400.084
FDS25,OUT035,1721.715
FDH04,OUT027,2277.5383
FDX52,OUT046,2959.6296
NCD42,OUT017,658.10016
FDW47,OUT017,2041.4242
FDL25,OUT027,2526.9802
NCJ06,OUT010,243.38068
FDY09,OUT013,2841.3027
FDS40,OUT046,633.63763
FDH41,OUT017,3283.7334
FDG38,OUT035,1371.9224
FDU03,OUT027,4662.8423
FDV20,OUT046,1957.9318
DRB13,OUT045,2991.5417
NCQ30,OUT013,1960.4142
NCH06,OUT013,3988.7334
FDU50,OUT018,1657.8594
NCO42,OUT019,310.20032
FDW09,OUT018,1050.7512
FDH04,OUT013,1448.3549
FDC21,OUT045,1604.566
FDL21,OUT049,717.13885
FDM46,OUT010,205.89091
FDT22,OUT019,221.77148
FDB28,OUT035,2870.1287
FDI12,OUT018,1300.7975
FDA28,OUT045,2039.614
FDF59,OUT013,2054.4485
FDM45,OUT027,3171.6743
FDQ56,OUT017,1370.9792
FDR46,OUT049,2378.4534
FDT01,OUT013,3323.1218
FDD16,OUT027,2041.1685
NCU30,OUT010,394.70303
FDM40,OUT010,357.8584
FDI56,OUT035,1445.9651
NCS30,OUT013,1986.469
FDU08,OUT017,1651.3654
FDX51,OUT027,5251.387
FDA43,OUT045,3020.549
FDX59,OUT010,61.167828
FDC37,OUT018,1358.0138
FDP58,OUT013,3263.348
NCY42,OUT035,2107.4255
FDF21,OUT018,2769.1333
FDU10,OUT027,1056.823
DRL47,OUT018,1808.5393
FDA58,OUT018,3322.5396
FDJ22,OUT049,2989.2705
FDK50,OUT046,2548.6543
FDO38,OUT035,1275.3612
DRF60,OUT035,3794.8743
NCZ42,OUT019,568.35645
FDD35,OUT049,1904.3672
FDL25,OUT045,1422.3752
FDJ16,OUT013,859.63446
DRK59,OUT049,3701.6165
FDI50,OUT046,3592.4753
NCB19,OUT045,1398.2461
DRI37,OUT035,926.96533
FDA14,OUT027,3625.4824
FDC08,OUT018,3170.027
FDS45,OUT046,1736.8752
FDI21,OUT049,999.7776
DRJ47,OUT035,2795.1274
DRE37,OUT027,5044.465
FDT55,OUT018,2339.48
NCG42,OUT027,3134.8672
FDA31,OUT049,2833.7324
NCW42,OUT046,3413.3235
FDF50,OUT017,3013.5186
FDK56,OUT049,3078.386
FDX10,OUT035,639.99054
NCK07,OUT027,3899.7073
FDZ49,OUT017,3473.1162
FDR33,OUT013,1610.0616
FDO44,OUT018,1467.4462
FDA20,OUT046,2986.2139
NCL30,OUT045,1995.8173
FDI05,OUT019,208.35245
FDQ12,OUT018,3122.563
FDH47,OUT017,1597.68
FDH34,OUT018,2775.1694
FDF29,OUT046,2063.8682
FDG40,OUT018,482.169
NCE18,OUT017,4095.9978
FDP21,OUT010,631.79443
FDY50,OUT013,1443.5283
FDB36,OUT049,2113.9426
NCZ29,OUT049,2054.4485
FDU20,OUT018,1711.8707
FDO56,OUT013,1877.2222
FDW31,OUT049,3012.9438
DRH59,OUT013,1149.7183
NCB30,OUT017,3066.0347
FDK43,OUT027,3183.1953
FDW43,OUT045,3709.4004
NCL19,OUT017,2133.3743
FDJ27,OUT046,1604.566
FDC45,OUT046,2624.374
FDY40,OUT035,761.6034
NCM41,OUT035,1480.824
NCK18,OUT019,514.74945
FDP37,OUT049,2076.4321
FDA27,OUT027,5863.59
NCX30,OUT035,3849.282
FDR09,OUT017,3802.5413
FDG08,OUT027,4715.908
NCU30,OUT013,2587.7236
FDB16,OUT017,1350.2922
FDM16,OUT017,1107.3279
FDC48,OUT013,1239.0637
NCF18,OUT046,2921.1855
FDU46,OUT018,1274.1338
FDH41,OUT018,2799.279
NCN42,OUT010,421.30725
FDU49,OUT046,1321.3169
FDB20,OUT027,2214.6797
FDG50,OUT019,261.2316
FDW20,OUT045,2013.4908
NCO55,OUT049,1651.6283
FDX48,OUT046,2362.1458
FDU48,OUT046,2005.825
FDR48,OUT019,368.28043
FDK27,OUT013,2062.9766
FDT35,OUT013,2681.119
FDN12,OUT049,1676.789
NCE31,OUT019,111.19084
FDL21,OUT017,698.3927
FDV56,OUT017,1682.304
FDR16,OUT017,3230.58
NCP41,OUT049,1662.4371
FDJ27,OUT013,1651.6283
FDA07,OUT017,2023.8213
FDK55,OUT049,1421.1123
FDM33,OUT049,3460.9895
FDY46,OUT046,2931.6963
FDD36,OUT046,1896.769
FDB12,OUT027,2609.02
FDF28,OUT019,309.04648
NCE07,OUT019,379.77374
FDW50,OUT027,4070.7334
NCW18,OUT017,3757.0144
NCJ17,OUT019,233.35426
DRZ24,OUT010,254.27695
FDS07,OUT035,1999.2815
NCW05,OUT010,289.4029
FDZ22,OUT018,1200.9952
FDK02,OUT046,1929.7759
FDZ45,OUT027,5229.692
FDL25,OUT046,1379.8379
FDS08,OUT045,2737.8337
NCZ42,OUT027,6116.4634
FDX57,OUT035,1514.8685
FDF21,OUT046,2959.6296
FDJ56,OUT018,1349.6519
FDX10,OUT013,645.46136
DRG48,OUT035,2410.9678
DRN37,OUT046,2624.374
NCY41,OUT018,438.37817
FDN28,OUT045,1620.8817
FDE34,OUT045,2660.595
FDR10,OUT045,2719.1965
FDC32,OUT017,1467.5952
DRG13,OUT046,2568.0413
FDP59,OUT049,1576.4081
NCT53,OUT010,417.61133
FDL57,OUT027,6028.4946
FDN32,OUT010,519.63324
FDK09,OUT018,3099.0083
FDA52,OUT010,469.99692
FDC57,OUT049,2973.3555
FDI09,OUT035,3664.0728
NCB07,OUT046,2927.623
FDP26,OUT035,1608.3392
FDP40,OUT027,2799.688
FDL15,OUT013,2366.8845
FDV07,OUT046,1726.8345
FDS03,OUT017,1044.767
FDE50,OUT049,3029.1882
FDQ15,OUT017,1228.3297
FDQ33,OUT010,408.8253
FDT22,OUT013,859.63446
DRO35,OUT035,1912.2194
FDJ41,OUT049,4046.2805
